AGENT_ID,total_ptps,fulfilled,fulfillment_rate,avg_dpd,repromise_rate,visit_rate,remarks_count,tier,last_3_activity,tier_insight
9114,22,14,0.6364,215.45,1.0,1.0,22,Mid,"{""last_3_remarks"": ""Cm promise to pay|Cm promise to settlement|Cm promise to pay"", ""last_3_Total_Outstanding"": ""16069|48786|47651"", ""last_3_ptp_date"": ""2026-04-20:2026-03-13:2026-03-13"", ""last_3_promised_date"": ""2026-05-05:2026-04-05:2026-04-05""}",Mid: fulfillment 63.6% (1.3pt above cohort avg 62.3%) | works tough accounts (avg DPD 215d vs 64d cohort) | heavy field-visit usage (100%) | low volume (22 PTPs) — tier may be noisy
10035,44,28,0.6364,47.7,0.9773,1.0,37,Mid,"{""last_3_remarks"": ""Promise to pay on 28.3.26|Promise to pay on 26.03.2026 |Promise to pay on 27.03.2026 "", ""last_3_Total_Outstanding"": ""98134|417343|49726"", ""last_3_ptp_date"": ""2026-03-23:2026-03-21:2026-03-21"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Mid: fulfillment 63.6% (1.3pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 48d vs 64d cohort) | heavy field-visit usage (100%)
3870,701,446,0.6362,80.81,0.9715,0.0,701,Mid,"{""last_3_remarks"": ""CM WELL PAY ON 16 OCT FUND ISSU |cm well pay on 16 oct fund issue |cm well pay on 17 oct salary delya "", ""last_3_Total_Outstanding"": ""78776|419625|36563"", ""last_3_ptp_date"": ""2025-10-16:2025-10-16:2025-10-16"", ""last_3_promised_date"": ""2025-11-05:2025-11-05:2025-11-05""}",Mid: fulfillment 63.6% (1.3pt above cohort avg 62.3%) | works tough accounts (avg DPD 81d vs 64d cohort) | call-only agent — no field visits | high volume (701 PTPs) — tier is statistically reliable
11833,1178,747,0.6341,0.79,0.444,0.0,1178,Mid,"{""last_3_remarks"": ""R5215317249257\n22 Apr 2026 02:07 PM\nCollected\n594\nDigital\nUPI|5pm otherwise tmrw |cm said share link I pay "", ""last_3_Total_Outstanding"": ""137939|38633|137939"", ""last_3_ptp_date"": ""2026-04-22:2026-04-22:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 63.4% (1.1pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 1d vs 64d cohort) | low re-promise rate 44% — tends to escalate rather than re-accept | call-only agent — no field visits | high volume (1178 PTPs) — tier is statistically reliable
12113,603,381,0.6318,6.57,0.9784,0.0,603,Mid,"{""last_3_remarks"": ""PTP 26TH APRI|PTP 25TH APRIL|PTP 24TH APRIL "", ""last_3_Total_Outstanding"": ""164604|149153|112915"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 63.2% (0.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 7d vs 64d cohort) | call-only agent — no field visits | high volume (603 PTPs) — tier is statistically reliable
8965,38,24,0.6316,73.53,0.9737,1.0,38,Mid,"{""last_3_remarks"": ""Customer place visit customer PTP 31/12/25|Customer place visit customer PTP today |Customer place visit customer PTP today "", ""last_3_Total_Outstanding"": ""168978|85724|163192"", ""last_3_ptp_date"": ""2025-12-30:2025-12-30:2025-12-29"", ""last_3_promised_date"": ""2026-01-05:2026-01-05:2026-01-05""}",Mid: fulfillment 63.2% (0.9pt above cohort avg 62.3%) | heavy field-visit usage (100%)
6929,983,613,0.6236,59.26,0.9064,0.0,983,Mid,"{""last_3_remarks"": ""cm will pay emi 9 nov |call back |cm will pay emi 10 nov because salary credit "", ""last_3_Total_Outstanding"": ""175986|30674|219194"", ""last_3_ptp_date"": ""2025-11-07:2025-11-07:2025-11-07"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Mid: fulfillment 62.4% (0.1pt above cohort avg 62.3%) | call-only agent — no field visits | high volume (983 PTPs) — tier is statistically reliable
7772,1169,727,0.6219,49.6,0.9786,0.0,1169,Mid,"{""last_3_remarks"": ""cm will be pay 1st January and account maintain|CM TODAY  WILL PAY  1 PM  |call back  "", ""last_3_Total_Outstanding"": ""99001|175900|690383"", ""last_3_ptp_date"": ""2025-12-29:2025-12-29:2025-12-27"", ""last_3_promised_date"": ""2026-01-01:2026-01-05:2026-01-02""}",Mid: fulfillment 62.2% (0.1pt below cohort avg 62.3%) | call-only agent — no field visits | high volume (1169 PTPs) — tier is statistically reliable
10161,29,18,0.6207,88.66,0.5862,0.0,29,Mid,"{""last_3_remarks"": ""Customer said pay EMI amt |Customer said pay amt on 25-sep|Customer said pay amt on 22sep"", ""last_3_Total_Outstanding"": ""146077|8763|51604"", ""last_3_ptp_date"": ""2025-09-22:2025-09-19:2025-09-19"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Mid: fulfillment 62.1% (0.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 89d vs 64d cohort) | low re-promise rate 59% — tends to escalate rather than re-accept | call-only agent — no field visits | low volume (29 PTPs) — tier may be noisy
7431,824,511,0.6201,53.09,0.9199,0.0,824,Mid,"{""last_3_remarks"": ""cm will pay |CM WILL PAY |CM WILL PAY "", ""last_3_Total_Outstanding"": ""84337|244179|105148"", ""last_3_ptp_date"": ""2025-08-30:2025-08-30:2025-08-30"", ""last_3_promised_date"": ""2025-09-05:2025-09-05:2025-09-05""}",Mid: fulfillment 62.0% (0.3pt below cohort avg 62.3%) | call-only agent — no field visits | high volume (824 PTPs) — tier is statistically reliable
8751,91,56,0.6154,92.92,0.3736,1.0,90,Mid,"{""last_3_remarks"": ""Customer was paid 1 emi amount & od charges 13074/- online mode.|Customer was paid 1 emi amount 4885/- online mode.|Customer was paid 1 emi amount & od charges 16455/- online mode."", ""last_3_Total_Outstanding"": ""170803|162244|300977"", ""last_3_ptp_date"": ""2025-07-30:2025-07-28:2025-07-28"", ""last_3_promised_date"": ""2025-08-05:2025-08-05:2025-08-05""}",Mid: fulfillment 61.5% (0.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 93d vs 64d cohort) | low re-promise rate 37% — tends to escalate rather than re-accept | heavy field-visit usage (100%)
11705,760,466,0.6132,14.35,0.9882,0.0,760,Mid,"{""last_3_remarks"": ""PTP|ptp|PTP"", ""last_3_Total_Outstanding"": ""114775|112915|90193"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 61.3% (1.0pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 14d vs 64d cohort) | call-only agent — no field visits | high volume (760 PTPs) — tier is statistically reliable
6971,107,65,0.6075,118.21,0.9813,0.9346,105,Mid,"{""last_3_remarks"": ""Visited customer home address but customer not available during Followup customer door lock but talk on to call with customer he said i will pay on 27 apr|Visited customer shop address met with customer he said i will pay on 29 Apr|Visited customer home address but customer not available during Followup met with his family member mother she said i dont know where he is going but talk on to call with customer he said i will pay on Monday 20Apr."", ""last_3_Total_Outstanding"": ""177356|282165|177356"", ""last_3_ptp_date"": ""2026-04-22:2026-04-21:2026-04-09"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 60.8% (1.6pt below cohort avg 62.3%) | works tough accounts (avg DPD 118d vs 64d cohort) | heavy field-visit usage (93%) | high volume (107 PTPs) — tier is statistically reliable
11882,252,153,0.6071,8.97,0.9405,0.0,252,Mid,"{""last_3_remarks"": ""he will pay 26th apr|he will pay 22nd apr|he will pay 21st apr"", ""last_3_Total_Outstanding"": ""33644|131565|131565"", ""last_3_ptp_date"": ""2026-04-23:2026-04-22:2026-04-21"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 60.7% (1.6pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 9d vs 64d cohort) | call-only agent — no field visits | high volume (252 PTPs) — tier is statistically reliable
12968,234,142,0.6068,0.69,0.9829,0.0,234,Mid,"{""last_3_remarks"": ""Cus sd i will pay today night  |Cus sd i will pay today within 1hr |Cus sd i will pay today "", ""last_3_Total_Outstanding"": ""93208|43964|256268"", ""last_3_ptp_date"": ""2026-04-22:2026-04-22:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 60.7% (1.6pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 1d vs 64d cohort) | call-only agent — no field visits | high volume (234 PTPs) — tier is statistically reliable
7390,1123,680,0.6055,25.74,0.9902,0.0,1123,Mid,"{""last_3_remarks"": ""cm said will maintain a sufficient balances on 4 September 2025 evening sources of payment does not confirm  .\t\t\t\t\t\t\t\t\t\n|cm said will maintain a sufficient balances on 4 September 2025 evening sources of payment salary.\t\t\t\t\t\t\t\t\n|cm said will maintain a sufficient balances on 4 September 2025 evening sources of payment does not confirm  .\t\t\t\t\t\t\t\t\t\n"", ""last_3_Total_Outstanding"": ""43500|89389|110549"", ""last_3_ptp_date"": ""2025-09-01:2025-09-01:2025-09-01"", ""last_3_promised_date"": ""2025-09-05:2025-09-05:2025-09-05""}",Mid: fulfillment 60.6% (1.8pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 26d vs 64d cohort) | call-only agent — no field visits | high volume (1123 PTPs) — tier is statistically reliable
5096,220,133,0.6045,102.75,0.9909,0.85,32,Mid,"{""last_3_remarks"": ""|Customer promise to pay emi.|Customer promise to pay emi."", ""last_3_Total_Outstanding"": ""75921|99266|135852"", ""last_3_ptp_date"": ""2025-12-18:2025-12-16:2025-12-16"", ""last_3_promised_date"": ""2026-01-05:2026-01-05:2026-01-05""}",Mid: fulfillment 60.5% (1.9pt below cohort avg 62.3%) | works tough accounts (avg DPD 103d vs 64d cohort) | heavy field-visit usage (85%) | high volume (220 PTPs) — tier is statistically reliable
7701,68,41,0.6029,141.94,0.9853,0.9412,68,Mid,"{""last_3_remarks"": ""Visited the customer given address and customer available at home and customer promise to pay |Visited the customer given address and customer available at home and customer promise to pay |Visited the customer given address and customer available at home and customer promise to pay "", ""last_3_Total_Outstanding"": ""15175|44118|185359"", ""last_3_ptp_date"": ""2026-04-10:2026-04-10:2026-04-09"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 60.3% (2.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 142d vs 64d cohort) | heavy field-visit usage (94%)
7386,1128,680,0.6028,26.86,1.0,0.0,1128,Mid,"{""last_3_remarks"": ""cm said he will pay this amount  14th  AUGUST\n|cm said he will pay this amount  14th  AUGUST\n|cm said he will pay this amount  9th  AUGUST\n"", ""last_3_Total_Outstanding"": ""71588|131857|122922"", ""last_3_ptp_date"": ""2025-08-14:2025-08-14:2025-08-09"", ""last_3_promised_date"": ""2025-09-05:2025-09-05:2025-09-05""}",Mid: fulfillment 60.3% (2.0pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 27d vs 64d cohort) | call-only agent — no field visits | high volume (1128 PTPs) — tier is statistically reliable
12357,88,53,0.6023,1.58,0.5227,0.0,88,Mid,"{""last_3_remarks"": ""rnr|rnr|CX PAID TODAY THROUGH GPAY"", ""last_3_Total_Outstanding"": ""47677|35072|38608"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 60.2% (2.1pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 2d vs 64d cohort) | low re-promise rate 52% — tends to escalate rather than re-accept | call-only agent — no field visits
8112,93,56,0.6022,24.94,0.9785,0.0,93,Mid,"{""last_3_remarks"": ""06-CM THIS WEEK BEFORE PAY \n|03-CM MAINTAIN THE BALANCE |03-CM MAINTAIN THE BALANCE "", ""last_3_Total_Outstanding"": ""516490|33408|31264"", ""last_3_ptp_date"": ""2026-01-06:2026-01-03:2026-01-03"", ""last_3_promised_date"": ""2026-02-02:2026-01-05:2026-01-05""}",Mid: fulfillment 60.2% (2.1pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 25d vs 64d cohort) | call-only agent — no field visits
1419,115,69,0.6,99.91,0.9826,1.0,113,Mid,"{""last_3_remarks"": ""Given ptp Today evening sir |Given ptp Today evening sir |Given ptp 20th sir "", ""last_3_Total_Outstanding"": ""161366|151408|161366"", ""last_3_ptp_date"": ""2026-04-20:2026-04-20:2026-04-18"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 60.0% (2.3pt below cohort avg 62.3%) | works tough accounts (avg DPD 100d vs 64d cohort) | heavy field-visit usage (100%) | high volume (115 PTPs) — tier is statistically reliable
8632,156,93,0.5962,151.06,0.9808,1.0,0,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""28410|110705|162342"", ""last_3_ptp_date"": ""2026-02-20:2026-02-20:2026-02-20"", ""last_3_promised_date"": ""2026-03-05:2026-03-05:2026-03-05""}",Mid: fulfillment 59.6% (2.7pt below cohort avg 62.3%) | works tough accounts (avg DPD 151d vs 64d cohort) | heavy field-visit usage (100%) | high volume (156 PTPs) — tier is statistically reliable
11205,22,13,0.5909,7.0,0.9091,0.9091,22,Mid,"{""last_3_remarks"": ""Customer promise to pay before 29th April.|Customer not available, connect over phone customer promise to pay before month end.|Customer is out of town, connect over phone customer promise to pay by 20th March."", ""last_3_Total_Outstanding"": ""38972|37568|148502"", ""last_3_ptp_date"": ""2026-04-21:2026-04-14:2026-03-11"", ""last_3_promised_date"": ""2026-05-01:2026-05-01:2026-04-01""}",Mid: fulfillment 59.1% (3.2pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 7d vs 64d cohort) | heavy field-visit usage (91%) | low volume (22 PTPs) — tier may be noisy
8672,22,13,0.5909,85.14,0.8636,1.0,14,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""27889|239765|112637"", ""last_3_ptp_date"": ""2025-12-11:2025-12-11:2025-12-11"", ""last_3_promised_date"": ""2026-01-05:2026-01-05:2026-01-05""}",Mid: fulfillment 59.1% (3.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 85d vs 64d cohort) | heavy field-visit usage (100%) | low volume (22 PTPs) — tier may be noisy
9809,122,72,0.5902,70.31,0.959,1.0,122,Mid,"{""last_3_remarks"": ""Cm give me PTP date on 25 Apr ko ho jayega|Cm give me PTP date on 27 Apr. Uske mother off ho gaye he isliye|CM GHAR PR NHI HAI CALL PR BAT KIYA HE 20 APR. KO PAYMENT HO JAYEGA"", ""last_3_Total_Outstanding"": ""154578|114372|185845"", ""last_3_ptp_date"": ""2026-04-18:2026-04-17:2026-04-17"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 59.0% (3.3pt below cohort avg 62.3%) | heavy field-visit usage (100%) | high volume (122 PTPs) — tier is statistically reliable
11943,56,33,0.5893,32.89,0.9464,1.0,56,Mid,"{""last_3_remarks"": ""Visit customer home location but customer is not available meet customer's father ptp received 25|The customer works at a finance company. I spoke to him on the phone. He deposited a check the day before yesterday, which hasn't cleared yet. He will make the payment as soon as the check clears.|Visit customer home location but customer is not available on call ptp received 22th april "", ""last_3_Total_Outstanding"": ""12794|145907|31071"", ""last_3_ptp_date"": ""2026-04-22:2026-04-22:2026-04-21"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 58.9% (3.4pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 33d vs 64d cohort) | heavy field-visit usage (100%)
5372,131,77,0.5878,64.12,0.9924,0.9389,131,Mid,"{""last_3_remarks"": ""Field visit done by fos customer give ptp 25 april |Field visit done by fos customer give ptp 23 april |Field visit done by fos customer give ptp 25 april "", ""last_3_Total_Outstanding"": ""159348|41212|60215"", ""last_3_ptp_date"": ""2026-04-22:2026-04-21:2026-04-20"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 58.8% (3.5pt below cohort avg 62.3%) | heavy field-visit usage (94%) | high volume (131 PTPs) — tier is statistically reliable
1418,126,74,0.5873,78.1,0.9524,0.9524,0,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""77598|95516|93875"", ""last_3_ptp_date"": ""2026-02-17:2026-02-17:2026-02-17"", ""last_3_promised_date"": ""2026-03-05:2026-03-05:2026-03-05""}",Mid: fulfillment 58.7% (3.6pt below cohort avg 62.3%) | heavy field-visit usage (95%) | high volume (126 PTPs) — tier is statistically reliable
12726,494,290,0.587,7.69,0.8178,0.0,494,Mid,"{""last_3_remarks"": ""he will pay 23th april|he will pay 23th april|he will pay 25th april"", ""last_3_Total_Outstanding"": ""76777|39429|100104"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 58.7% (3.6pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 8d vs 64d cohort) | call-only agent — no field visits | high volume (494 PTPs) — tier is statistically reliable
11917,46,27,0.587,2.74,0.587,0.0,46,Mid,"{""last_3_remarks"": ""paid charges on call |CX SAID I AM NOT READY DO NEED NOC |CX WLL PAY ON MONDAY "", ""last_3_Total_Outstanding"": ""446|4750|3668"", ""last_3_ptp_date"": ""2026-01-28:2026-01-28:2026-01-28"", ""last_3_promised_date"": ""2026-02-05:2026-02-05:2026-02-05""}",Mid: fulfillment 58.7% (3.6pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 3d vs 64d cohort) | low re-promise rate 59% — tends to escalate rather than re-accept | call-only agent — no field visits
7284,142,83,0.5845,69.14,0.9859,1.0,131,Mid,"{""last_3_remarks"": ""Cm 25 payment karavi dese |Cm fund problem |Cm 25 payment karavi dese "", ""last_3_Total_Outstanding"": ""91509|279135|86923"", ""last_3_ptp_date"": ""2026-04-21:2026-04-19:2026-04-19"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 58.5% (3.9pt below cohort avg 62.3%) | heavy field-visit usage (100%) | high volume (142 PTPs) — tier is statistically reliable
7136,96,56,0.5833,76.72,1.0,1.0,96,Mid,"{""last_3_remarks"": ""Ptp 20 |Ptp 22 |Ptp 18 april"", ""last_3_Total_Outstanding"": ""136491|136491|107999"", ""last_3_ptp_date"": ""2026-04-19:2026-04-16:2026-04-11"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 58.3% (4.0pt below cohort avg 62.3%) | heavy field-visit usage (100%)
764,139,81,0.5827,127.86,1.0,0.9928,139,Mid,"{""last_3_remarks"": ""Customer visited at his given address.  He promised to pay loan dues today evening after arrange payment from a third party. |Customer visited at his given address and he is running a electric shop at Saharwa.  He promised to pay loan dues in next week after arrange payment. |Customer promised to pay loan dues today evening after arrange payment from a third party. "", ""last_3_Total_Outstanding"": ""91896|76148|91896"", ""last_3_ptp_date"": ""2026-01-24:2026-01-23:2026-01-20"", ""last_3_promised_date"": ""2026-02-05:2026-02-05:2026-02-05""}",Mid: fulfillment 58.3% (4.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 128d vs 64d cohort) | heavy field-visit usage (99%) | high volume (139 PTPs) — tier is statistically reliable
9999,122,71,0.582,65.07,0.7787,0.9918,116,Mid,"{""last_3_remarks"": ""Customer agree to pay on 29th|Customer agree to pay on 25th |Customer agree to pay on 30th"", ""last_3_Total_Outstanding"": ""108886|140978|137557"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 58.2% (4.1pt below cohort avg 62.3%) | heavy field-visit usage (99%) | high volume (122 PTPs) — tier is statistically reliable
459,38,22,0.5789,119.89,0.9211,1.0,37,Mid,"{""last_3_remarks"": ""Visit done on 19th...cust not met at home...discussed with brother on call, given ptp 22nd.|Met with cust at his shop. Given ptp today evening. |Met with cust at his home. He is jobless and was working in logistics company.will pay on 20th."", ""last_3_Total_Outstanding"": ""323908|256114|183323"", ""last_3_ptp_date"": ""2026-03-20:2026-02-25:2026-01-16"", ""last_3_promised_date"": ""2026-04-05:2026-03-05:2026-02-05""}",Mid: fulfillment 57.9% (4.4pt below cohort avg 62.3%) | works tough accounts (avg DPD 120d vs 64d cohort) | heavy field-visit usage (100%)
10573,76,44,0.5789,73.7,0.6053,1.0,76,Mid,"{""last_3_remarks"": ""EMI amount paid behalf of fos kar rahe hai |EMI amount paid behalf of fos kar rahe hai |EMI amount paid behalf of fos kar rahe hai "", ""last_3_Total_Outstanding"": ""43820|23644|27488"", ""last_3_ptp_date"": ""2025-11-28:2025-11-28:2025-11-28"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-12-05""}",Mid: fulfillment 57.9% (4.4pt below cohort avg 62.3%) | low re-promise rate 61% — tends to escalate rather than re-accept | heavy field-visit usage (100%)
6490,1396,807,0.5781,26.93,0.8832,0.0,1396,Mid,"{""last_3_remarks"": ""cm said will maintain a sufficient balances on  4TH OCT 2025 evening sources of payment does not confirm\n|cm said will maintain a sufficient balances on  4TH OCT 2025 evening sources of payment does not confirm\n|cm said will maintain a sufficient balances on  4TH OCT 2025 evening sources of payment does not confirm\n"", ""last_3_Total_Outstanding"": ""119295|304725|41250"", ""last_3_ptp_date"": ""2025-10-01:2025-10-01:2025-10-01"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Mid: fulfillment 57.8% (4.5pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 27d vs 64d cohort) | call-only agent — no field visits | high volume (1396 PTPs) — tier is statistically reliable
8100,199,115,0.5779,53.08,0.9698,0.0,199,Mid,"{""last_3_remarks"": ""he will maintain the balance on 2nd feb|he will maintain the balance on 5th dec|he will maintain the balance on 5th dec"", ""last_3_Total_Outstanding"": ""551897|25021|19759"", ""last_3_ptp_date"": ""2026-01-28:2025-12-04:2025-12-04"", ""last_3_promised_date"": ""2026-02-02:2025-12-05:2025-12-05""}",Mid: fulfillment 57.8% (4.5pt below cohort avg 62.3%) | call-only agent — no field visits | high volume (199 PTPs) — tier is statistically reliable
6924,33,19,0.5758,55.3,0.9697,0.9394,33,Mid,"{""last_3_remarks"": ""Door locked on call ptp 19 April |Promise to pay 10 April |Ptp 15 April "", ""last_3_Total_Outstanding"": ""38238|280761|263124"", ""last_3_ptp_date"": ""2026-04-18:2026-04-08:2026-04-08"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 57.6% (4.7pt below cohort avg 62.3%) | heavy field-visit usage (94%)
7777,787,453,0.5756,52.41,0.6125,0.0,787,Mid,"{""last_3_remarks"": ""cm will be pay 5 august maintan the account|cm will be pay 5 august maintan the account|cm will be pay 5 august maintan the account"", ""last_3_Total_Outstanding"": ""103046|148064|282383"", ""last_3_ptp_date"": ""2025-08-04:2025-08-04:2025-08-04"", ""last_3_promised_date"": ""2025-08-05:2025-08-05:2025-08-05""}",Mid: fulfillment 57.6% (4.7pt below cohort avg 62.3%) | low re-promise rate 61% — tends to escalate rather than re-accept | call-only agent — no field visits | high volume (787 PTPs) — tier is statistically reliable
8608,73,42,0.5753,157.97,0.9315,1.0,72,Mid,"{""last_3_remarks"": ""Cm is self employed ptp tomorrow evening |Cm ptp on 10/4|Cm work in Delhi police shifting to najafgarh ptp on WhatsApp not picking phone "", ""last_3_Total_Outstanding"": ""60819|53323|156176"", ""last_3_ptp_date"": ""2026-04-17:2026-04-08:2026-03-21"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-04-05""}",Mid: fulfillment 57.5% (4.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 158d vs 64d cohort) | heavy field-visit usage (100%)
10545,40,23,0.575,31.15,0.775,1.0,40,Mid,"{""last_3_remarks"": ""Customer residential address live meet with customer he said PTP on today |Customer residence address live customer given PTP to day evening |Cus PTP "", ""last_3_Total_Outstanding"": ""71478|55049|154134"", ""last_3_ptp_date"": ""2026-01-31:2026-01-30:2026-01-29"", ""last_3_promised_date"": ""2026-02-05:2026-02-05:2026-02-05""}",Mid: fulfillment 57.5% (4.8pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 31d vs 64d cohort) | heavy field-visit usage (100%)
5989,70,40,0.5714,114.11,0.9714,0.9857,70,Mid,"{""last_3_remarks"": ""Customer will pay emi on 13 feb.|Customer will pay emi on 17 feb.|Customer will pay emi on 20 feb."", ""last_3_Total_Outstanding"": ""73735|59452|79172"", ""last_3_ptp_date"": ""2026-02-12:2026-02-11:2026-02-09"", ""last_3_promised_date"": ""2026-03-05:2026-03-05:2026-03-05""}",Mid: fulfillment 57.1% (5.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 114d vs 64d cohort) | heavy field-visit usage (99%)
8260,148,84,0.5676,60.49,1.0,1.0,116,Mid,"{""last_3_remarks"": ""Ptp |Ptp |Ptp "", ""last_3_Total_Outstanding"": ""5491|199269|105509"", ""last_3_ptp_date"": ""2026-04-21:2026-04-21:2026-04-20"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 56.8% (5.5pt below cohort avg 62.3%) | heavy field-visit usage (100%) | high volume (148 PTPs) — tier is statistically reliable
4906,230,130,0.5652,101.5,0.9957,1.0,230,Mid,"{""last_3_remarks"": ""Visited at customers residence address and meet with her. Due to fund issue he didn't make payment but after discussion he promise to pay emi on 23rd|Visited customers residence address and meet with him, due to some fund issue he didn't pay emi but after discussion he promise to pay emi on 23rd|Customer is shifted from given address then found his new address and meet with him, due to business slow dawn he didn't make payment but after discussion he promise to pay emi on 26th"", ""last_3_Total_Outstanding"": ""21924|73735|246055"", ""last_3_ptp_date"": ""2026-04-22:2026-04-20:2026-04-18"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 56.5% (5.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 102d vs 64d cohort) | heavy field-visit usage (100%) | high volume (230 PTPs) — tier is statistically reliable
10814,78,44,0.5641,40.14,0.9487,1.0,78,Mid,"{""last_3_remarks"": ""Customer address was visited where I met the customer’s wife. The customer had gone on duty and was not answering calls. However, I spoke with his wife, who stated that the payment will be made today once the customer returns from office.|Customer’s given address was visited, where it was found that he was previously living on rent. After visiting and making inquiries, the customer’s new address was traced with considerable effort. At the new address, I met his younger brother. After waiting for a long time, I spoke with the customer over the phone. The customer is in the army, and after detailed discussion and persuasion, immediate payment was successfully collected.|Customer was met at his workplace (ICICI Bank). He informed that his mother has been facing medical issues and her treatment has been ongoing since last month, due to which he is facing financial problems. After some discussion, he agreed to pay one EMI at the end of the month once he receives his salary."", ""last_3_Total_Outstanding"": ""183951|140116|107898"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 56.4% (5.9pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 40d vs 64d cohort) | heavy field-visit usage (100%)
7865,87,49,0.5632,63.76,0.7701,1.0,82,Mid,"{""last_3_remarks"": ""Already paid |Family issues, arranging |Salary issue, ptp 20 april "", ""last_3_Total_Outstanding"": ""42351|150751|61217"", ""last_3_ptp_date"": ""2026-04-21:2026-04-20:2026-04-17"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 56.3% (6.0pt below cohort avg 62.3%) | heavy field-visit usage (100%)
